Source,Name,Blackbody Temperature (K),Luminosity (erg/s),Inner Radius (lg(cm)),Outer Radius (lg(cm)),Hden (cm-3)
LAMOST,spSpec-52024-0522-325.fit_residual_highpass.txt,27000.0,25.0,9.0,13.0,11.0
LAMOST,spSpec-51924-0483-348.fit_residual_highpass.txt,13000.0,26.0,10.0,15.0,13.0
LAMOST,spSpec-53881-2530-068.fit_residual_highpass.txt,14000.0,24.0,7.0,10.0,13.0
LAMOST,spSpec-53730-2334-500.fit_residual_highpass.txt,29000.0,32.0,11.0,13.0,7.0
LAMOST,spSpec-53565-2252-239.fit_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
LAMOST,spSpec-52294-0831-410.fit_residual_highpass.txt,32000.0,28.0,7.0,12.0,11.0
LAMOST,spSpec-52652-1011-345.fit_residual_highpass.txt,15000.0,31.0,14.0,15.0,9.0
LAMOST,spSpec-51873-0443-360.fit_residual_highpass.txt,12000.0,32.0,9.0,10.0,9.0
LAMOST,spSpec-53360-2084-172.fit_residual_highpass.txt,30000.0,27.0,10.0,13.0,11.0
LAMOST,spSpec-54584-2925-302.fit_residual_highpass.txt,24000.0,31.0,9.0,13.0,9.0
LAMOST,spSpec-52379-0885-404.fit_residual_highpass.txt,22000.0,23.0,7.0,15.0,13.0
LAMOST,spSpec-53556-1799-552.fit_residual_highpass.txt,38000.0,25.0,7.0,11.0,9.0
LAMOST,spSpec-52201-0544-523.fit_residual_highpass.txt,19000.0,34.0,9.0,14.0,11.0
LAMOST,spSpec-52312-0832-185.fit_residual_highpass.txt,22000.0,31.0,8.0,11.0,9.0
LAMOST,spSpec-52708-1187-099.fit_residual_highpass.txt,27000.0,21.0,9.0,15.0,11.0
LAMOST,spSpec-54450-1786-573.fit_residual_highpass.txt,15000.0,33.0,15.0,16.0,7.0
LAMOST,spSpec-52999-1468-163.fit_residual_highpass.txt,12000.0,31.0,8.0,10.0,9.0
LAMOST,spSpec-54393-2821-189.fit_residual_highpass.txt,32000.0,31.0,11.0,15.0,7.0
LAMOST,spSpec-52976-1301-278.fit_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
LAMOST,spSpec-53061-1364-115.fit_residual_highpass.txt,25000.0,23.0,8.0,15.0,19.0
LAMOST,spSpec-52649-1192-343.fit_residual_highpass.txt,25000.0,29.0,9.0,14.0,13.0
LAMOST,spSpec-53349-1929-001.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-52224-0564-197.fit_residual_highpass.txt,25000.0,30.0,8.0,12.0,9.0
LAMOST,spSpec-54452-1874-379.fit_residual_highpass.txt,12000.0,31.0,10.0,14.0,11.0
LAMOST,spSpec-53828-2435-075.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-51973-0496-409.fit_residual_highpass.txt,14000.0,24.0,7.0,10.0,13.0
LAMOST,spSpec-54623-2262-418.fit_residual_highpass.txt,13000.0,31.0,8.0,14.0,9.0
LAMOST,spSpec-52520-1058-433.fit_residual_highpass.txt,20000.0,37.0,15.0,16.0,13.0
LAMOST,spSpec-52318-0861-352.fit_residual_highpass.txt,15000.0,20.0,8.0,9.0,11.0
LAMOST,spSpec-53472-2105-179.fit_residual_highpass.txt,25000.0,35.0,10.0,15.0,9.0
LAMOST,spSpec-52201-0674-427.fit_residual_highpass.txt,15000.0,21.0,9.0,15.0,11.0
LAMOST,spSpec-53823-2240-092.fit_residual_highpass.txt,19000.0,28.0,10.0,14.0,13.0
LAMOST,spSpec-53494-2136-541.fit_residual_highpass.txt,17000.0,36.0,15.0,16.0,11.0
LAMOST,spSpec-52522-1057-203.fit_residual_highpass.txt,19000.0,26.0,11.0,12.0,13.0
LAMOST,spSpec-53386-2068-609.fit_residual_highpass.txt,15000.0,30.0,13.0,15.0,11.0
LAMOST,spSpec-51973-0496-083.fit_residual_highpass.txt,15000.0,20.0,9.0,13.0,13.0
LAMOST,spSpec-52649-1192-543.fit_residual_highpass.txt,27000.0,28.0,9.0,14.0,7.0
LAMOST,spSpec-53828-2237-560.fit_residual_highpass.txt,13000.0,28.0,11.0,13.0,13.0
LAMOST,spSpec-53826-2359-051.fit_residual_highpass.txt,36000.0,23.0,6.0,10.0,9.0
LAMOST,spSpec-53881-2530-327.fit_residual_highpass.txt,37000.0,27.0,14.0,15.0,17.0
LAMOST,spSpec-51997-0367-053.fit_residual_highpass.txt,29000.0,33.0,12.0,14.0,5.0
LAMOST,spSpec-51988-0496-083.fit_residual_highpass.txt,15000.0,29.0,12.0,13.0,9.0
LAMOST,spSpec-53117-1451-176.fit_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
LAMOST,spSpec-52238-0566-380.fit_residual_highpass.txt,17000.0,33.0,12.0,16.0,11.0
LAMOST,spSpec-53462-1688-232.fit_residual_highpass.txt,20000.0,24.0,6.0,16.0,17.0
LAMOST,spSpec-52353-0792-044.fit_residual_highpass.txt,18000.0,33.0,9.0,10.0,9.0
LAMOST,spSpec-51660-0291-314.fit_residual_highpass.txt,39000.0,25.0,9.0,16.0,7.0
LAMOST,spSpec-53883-1717-260.fit_residual_highpass.txt,21000.0,31.0,8.0,15.0,9.0
LAMOST,spSpec-54572-2531-446.fit_residual_highpass.txt,35000.0,21.0,6.0,13.0,13.0
LAMOST,spSpec-52317-0828-049.fit_residual_highpass.txt,24000.0,26.0,8.0,12.0,13.0
LAMOST,spSpec-54328-2623-193.fit_residual_highpass.txt,20000.0,25.0,7.0,11.0,7.0
LAMOST,spSpec-53764-2399-405.fit_residual_highpass.txt,15000.0,22.0,10.0,14.0,9.0
LAMOST,spSpec-51696-0348-103.fit_residual_highpass.txt,27000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-54561-2874-603.fit_residual_highpass.txt,29000.0,28.0,8.0,9.0,9.0
LAMOST,spSpec-52721-1050-171.fit_residual_highpass.txt,12000.0,23.0,6.0,8.0,13.0
LAMOST,spSpec-52989-1272-188.fit_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
LAMOST,spSpec-52724-1195-403.fit_residual_highpass.txt,27000.0,32.0,9.0,11.0,9.0
LAMOST,spSpec-52669-0876-103.fit_residual_highpass.txt,15000.0,30.0,13.0,14.0,7.0
LAMOST,spSpec-52427-0949-358.fit_residual_highpass.txt,27000.0,26.0,6.0,8.0,9.0
LAMOST,spSpec-51955-0492-454.fit_residual_highpass.txt,16000.0,25.0,8.0,9.0,13.0
LAMOST,spSpec-52370-0814-274.fit_residual_highpass.txt,15000.0,35.0,15.0,16.0,7.0
LAMOST,spSpec-52144-0627-479.fit_residual_highpass.txt,26000.0,28.0,7.0,10.0,9.0
LAMOST,spSpec-52056-0610-349.fit_residual_highpass.txt,25000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-52670-1205-188.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
LAMOST,spSpec-53089-1779-180.fit_residual_highpass.txt,28000.0,32.0,11.0,13.0,7.0
LAMOST,spSpec-52965-1588-294.fit_residual_highpass.txt,25000.0,30.0,13.0,14.0,13.0
LAMOST,spSpec-54326-2800-437.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-52990-1429-359.fit_residual_highpass.txt,20000.0,24.0,9.0,10.0,11.0
LAMOST,spSpec-53350-2080-202.fit_residual_highpass.txt,15000.0,27.0,12.0,14.0,11.0
LAMOST,spSpec-54210-2644-431.fit_residual_highpass.txt,19000.0,34.0,9.0,14.0,11.0
LAMOST,spSpec-52027-0537-454.fit_residual_highpass.txt,18000.0,33.0,9.0,10.0,9.0
LAMOST,spSpec-51994-0533-086.fit_residual_highpass.txt,28000.0,32.0,11.0,12.0,7.0
LAMOST,spSpec-53171-1648-408.fit_residual_highpass.txt,35000.0,23.0,6.0,10.0,9.0
LAMOST,spSpec-53533-1709-153.fit_residual_highpass.txt,30000.0,32.0,10.0,15.0,9.0
LAMOST,spSpec-52412-0968-280.fit_residual_highpass.txt,12000.0,31.0,10.0,15.0,11.0
LAMOST,spSpec-52373-0781-093.fit_residual_highpass.txt,15000.0,20.0,9.0,13.0,13.0
LAMOST,spSpec-54096-2623-199.fit_residual_highpass.txt,25000.0,29.0,8.0,10.0,9.0
LAMOST,spSpec-52994-1358-077.fit_residual_highpass.txt,15000.0,30.0,13.0,14.0,7.0
LAMOST,spSpec-52207-0727-324.fit_residual_highpass.txt,15000.0,30.0,12.0,14.0,9.0
LAMOST,spSpec-52990-1592-593.fit_residual_highpass.txt,15000.0,28.0,10.0,14.0,11.0
LAMOST,spSpec-52294-0831-435.fit_residual_highpass.txt,15000.0,30.0,15.0,16.0,11.0
LAMOST,spSpec-52468-1053-014.fit_residual_highpass.txt,25000.0,22.0,9.0,14.0,13.0
LAMOST,spSpec-52965-1588-278.fit_residual_highpass.txt,12000.0,32.0,9.0,10.0,9.0
LAMOST,spSpec-52059-0597-447.fit_residual_highpass.txt,15000.0,21.0,8.0,9.0,11.0
LAMOST,spSpec-53857-1721-021.fit_residual_highpass.txt,22000.0,29.0,7.0,9.0,9.0
LAMOST,spSpec-52320-0777-574.fit_residual_highpass.txt,15000.0,21.0,13.0,14.0,11.0
LAMOST,spSpec-52442-0984-052.fit_residual_highpass.txt,26000.0,24.0,10.0,11.0,13.0
LAMOST,spSpec-51941-0272-461.fit_residual_highpass.txt,12000.0,33.0,12.0,16.0,9.0
LAMOST,spSpec-54582-2526-098.fit_residual_highpass.txt,15000.0,32.0,9.0,16.0,9.0
LAMOST,spSpec-54477-2611-042.fit_residual_highpass.txt,15000.0,33.0,14.0,16.0,11.0
LAMOST,spSpec-53682-2264-416.fit_residual_highpass.txt,13000.0,34.0,14.0,15.0,13.0
LAMOST,spSpec-52281-0768-013.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
LAMOST,spSpec-52521-0738-509.fit_residual_highpass.txt,28000.0,30.0,10.0,13.0,7.0
LAMOST,spSpec-51959-0283-502.fit_residual_highpass.txt,27000.0,35.0,11.0,13.0,9.0
LAMOST,spSpec-53240-1661-059.fit_residual_highpass.txt,18000.0,34.0,13.0,14.0,19.0
LAMOST,spSpec-53498-1654-542.fit_residual_highpass.txt,15000.0,26.0,11.0,16.0,11.0
LAMOST,spSpec-51988-0496-403.fit_residual_highpass.txt,21000.0,38.0,11.0,13.0,9.0
LAMOST,spSpec-52825-1395-045.fit_residual_highpass.txt,15000.0,25.0,10.0,16.0,11.0
LAMOST,spSpec-54509-2757-112.fit_residual_highpass.txt,15000.0,28.0,12.0,16.0,11.0
LAMOST,spSpec-51942-0483-352.fit_residual_highpass.txt,12000.0,35.0,10.0,15.0,9.0
LAMOST,spSpec-53682-2268-069.fit_residual_highpass.txt,17000.0,36.0,15.0,16.0,11.0
LAMOST,spSpec-52233-0753-177.fit_residual_highpass.txt,38000.0,29.0,9.0,11.0,9.0
LAMOST,spSpec-51813-0357-579.fit_residual_highpass.txt,34000.0,29.0,9.0,11.0,9.0
LAMOST,spSpec-52674-1201-075.fit_residual_highpass.txt,26000.0,24.0,10.0,13.0,13.0
LAMOST,spSpec-52412-0968-058.fit_residual_highpass.txt,12000.0,31.0,10.0,13.0,11.0
LAMOST,spSpec-53709-2312-164.fit_residual_highpass.txt,13000.0,31.0,12.0,15.0,11.0
LAMOST,spSpec-52426-0973-144.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-53613-2252-214.fit_residual_highpass.txt,15000.0,22.0,8.0,12.0,9.0
LAMOST,spSpec-53792-2213-542.fit_residual_highpass.txt,24000.0,29.0,8.0,10.0,9.0
LAMOST,spSpec-52203-0645-637.fit_residual_highpass.txt,32000.0,29.0,10.0,12.0,7.0
LAMOST,spSpec-53055-1737-253.fit_residual_highpass.txt,15000.0,29.0,13.0,14.0,7.0
LAMOST,spSpec-53612-1915-423.fit_residual_highpass.txt,15000.0,28.0,10.0,13.0,13.0
LAMOST,spSpec-52674-1164-021.fit_residual_highpass.txt,12000.0,31.0,10.0,12.0,11.0
LAMOST,spSpec-54082-2443-170.fit_residual_highpass.txt,25000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-52995-1274-505.fit_residual_highpass.txt,15000.0,21.0,11.0,16.0,9.0
LAMOST,spSpec-53089-1369-479.fit_residual_highpass.txt,15000.0,26.0,11.0,14.0,9.0
LAMOST,spSpec-52941-1583-595.fit_residual_highpass.txt,24000.0,29.0,7.0,9.0,9.0
LAMOST,spSpec-53314-1920-305.fit_residual_highpass.txt,21000.0,38.0,14.0,15.0,11.0
LAMOST,spSpec-52378-0844-423.fit_residual_highpass.txt,12000.0,35.0,10.0,15.0,9.0
LAMOST,spSpec-54478-1879-608.fit_residual_highpass.txt,31000.0,28.0,7.0,12.0,11.0
LAMOST,spSpec-52143-0376-631.fit_residual_highpass.txt,15000.0,25.0,11.0,13.0,9.0
LAMOST,spSpec-52145-0377-540.fit_residual_highpass.txt,15000.0,31.0,13.0,15.0,9.0
LAMOST,spSpec-53700-2285-030.fit_residual_highpass.txt,16000.0,28.0,10.0,13.0,13.0
LAMOST,spSpec-52760-1239-621.fit_residual_highpass.txt,14000.0,24.0,7.0,10.0,13.0
LAMOST,spSpec-53857-1721-209.fit_residual_highpass.txt,12000.0,31.0,10.0,14.0,11.0
LAMOST,spSpec-54481-2613-523.fit_residual_highpass.txt,23000.0,29.0,11.0,16.0,19.0
LAMOST,spSpec-53763-2397-274.fit_residual_highpass.txt,28000.0,22.0,9.0,16.0,15.0
LAMOST,spSpec-52079-0633-574.fit_residual_highpass.txt,19000.0,22.0,9.0,10.0,13.0
LAMOST,spSpec-53119-1397-394.fit_residual_highpass.txt,15000.0,27.0,14.0,15.0,7.0
LAMOST,spSpec-53826-2359-497.fit_residual_highpass.txt,40000.0,27.0,7.0,9.0,15.0
LAMOST,spSpec-51957-0502-444.fit_residual_highpass.txt,16000.0,31.0,12.0,16.0,11.0
LAMOST,spSpec-53144-1401-443.fit_residual_highpass.txt,16000.0,33.0,13.0,16.0,11.0
LAMOST,spSpec-54589-2970-466.fit_residual_highpass.txt,13000.0,34.0,14.0,15.0,13.0
LAMOST,spSpec-53080-1756-335.fit_residual_highpass.txt,15000.0,29.0,13.0,14.0,11.0
LAMOST,spSpec-53386-1755-526.fit_residual_highpass.txt,15000.0,20.0,9.0,13.0,13.0
LAMOST,spSpec-53431-1947-400.fit_residual_highpass.txt,24000.0,26.0,6.0,8.0,9.0
LAMOST,spSpec-54626-2934-354.fit_residual_highpass.txt,40000.0,33.0,7.0,9.0,15.0
LAMOST,spSpec-52791-1175-617.fit_residual_highpass.txt,28000.0,38.0,12.0,13.0,9.0
LAMOST,spSpec-53741-2366-072.fit_residual_highpass.txt,15000.0,25.0,10.0,16.0,11.0
LAMOST,spSpec-51988-0495-148.fit_residual_highpass.txt,12000.0,31.0,10.0,14.0,11.0
LAMOST,spSpec-53446-1671-010.fit_residual_highpass.txt,16000.0,31.0,12.0,14.0,11.0
LAMOST,spSpec-52644-0971-303.fit_residual_highpass.txt,19000.0,35.0,10.0,11.0,9.0
LAMOST,spSpec-54368-2679-299.fit_residual_highpass.txt,12000.0,31.0,10.0,13.0,11.0
LAMOST,spSpec-52670-1206-380.fit_residual_highpass.txt,27000.0,25.0,9.0,10.0,19.0
LAMOST,spSpec-52443-0814-280.fit_residual_highpass.txt,12000.0,35.0,10.0,14.0,9.0
LAMOST,spSpec-51877-0430-430.fit_residual_highpass.txt,20000.0,23.0,6.0,7.0,7.0
LAMOST,spSpec-51813-0357-051.fit_residual_highpass.txt,21000.0,27.0,6.0,13.0,9.0
LAMOST,spSpec-54478-1879-289.fit_residual_highpass.txt,26000.0,28.0,7.0,8.0,9.0
LAMOST,spSpec-54178-2500-565.fit_residual_highpass.txt,31000.0,28.0,7.0,12.0,11.0
LAMOST,spSpec-53875-2170-441.fit_residual_highpass.txt,12000.0,31.0,10.0,14.0,11.0
LAMOST,spSpec-53764-2404-414.fit_residual_highpass.txt,21000.0,31.0,8.0,13.0,9.0
LAMOST,spSpec-51902-0483-332.fit_residual_highpass.txt,13000.0,32.0,13.0,14.0,13.0
LAMOST,spSpec-54093-2578-620.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-52145-0635-127.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-52762-1283-591.fit_residual_highpass.txt,14000.0,35.0,12.0,13.0,15.0
LAMOST,spSpec-51695-0351-017.fit_residual_highpass.txt,27000.0,29.0,13.0,16.0,11.0
LAMOST,spSpec-54505-2945-144.fit_residual_highpass.txt,19000.0,22.0,9.0,10.0,13.0
LAMOST,spSpec-54339-2459-533.fit_residual_highpass.txt,15000.0,31.0,14.0,16.0,11.0
LAMOST,spSpec-54085-2581-332.fit_residual_highpass.txt,29000.0,30.0,13.0,15.0,9.0
LAMOST,spSpec-51882-0442-494.fit_residual_highpass.txt,15000.0,24.0,11.0,12.0,7.0
LAMOST,spSpec-51924-0460-432.fit_residual_highpass.txt,15000.0,30.0,13.0,15.0,7.0
LAMOST,spSpec-53386-1783-623.fit_residual_highpass.txt,28000.0,24.0,7.0,8.0,7.0
LAMOST,spSpec-52258-0725-306.fit_residual_highpass.txt,13000.0,34.0,14.0,15.0,13.0
LAMOST,spSpec-52056-0619-437.fit_residual_highpass.txt,23000.0,33.0,9.0,11.0,9.0
LAMOST,spSpec-53385-1944-190.fit_residual_highpass.txt,12000.0,31.0,8.0,12.0,9.0
LAMOST,spSpec-53875-2200-292.fit_residual_highpass.txt,15000.0,32.0,15.0,16.0,13.0
LAMOST,spSpec-53442-2076-501.fit_residual_highpass.txt,16000.0,33.0,13.0,16.0,11.0
LAMOST,spSpec-53826-2434-400.fit_residual_highpass.txt,13000.0,29.0,6.0,8.0,17.0
LAMOST,spSpec-52411-0975-400.fit_residual_highpass.txt,35000.0,25.0,11.0,13.0,15.0
LAMOST,spSpec-53054-1436-057.fit_residual_highpass.txt,27000.0,33.0,10.0,13.0,9.0
LAMOST,spSpec-52762-1237-510.fit_residual_highpass.txt,15000.0,22.0,9.0,16.0,11.0
LAMOST,spSpec-52025-0592-601.fit_residual_highpass.txt,29000.0,34.0,15.0,16.0,15.0
LAMOST,spSpec-54477-2611-376.fit_residual_highpass.txt,15000.0,27.0,12.0,14.0,11.0
LAMOST,spSpec-52703-1199-286.fit_residual_highpass.txt,19000.0,23.0,9.0,16.0,13.0
LAMOST,spSpec-53878-2161-189.fit_residual_highpass.txt,16000.0,21.0,13.0,15.0,11.0
LAMOST,spSpec-52410-0958-297.fit_residual_highpass.txt,17000.0,37.0,11.0,12.0,9.0
LAMOST,spSpec-54507-1795-005.fit_residual_highpass.txt,16000.0,31.0,12.0,14.0,11.0
LAMOST,spSpec-52669-0848-318.fit_residual_highpass.txt,20000.0,31.0,12.0,16.0,13.0
LAMOST,spSpec-54231-2654-023.fit_residual_highpass.txt,18000.0,24.0,10.0,13.0,13.0
LAMOST,spSpec-53847-1775-428.fit_residual_highpass.txt,18000.0,21.0,8.0,14.0,9.0
LAMOST,spSpec-54154-2701-411.fit_residual_highpass.txt,16000.0,27.0,10.0,14.0,13.0
LAMOST,spSpec-53388-1937-416.fit_residual_highpass.txt,25000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-53137-1620-290.fit_residual_highpass.txt,29000.0,27.0,9.0,10.0,5.0
LAMOST,spSpec-53172-1567-495.fit_residual_highpass.txt,25000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-53386-1970-541.fit_residual_highpass.txt,22000.0,29.0,7.0,11.0,9.0
LAMOST,spSpec-53827-2232-584.fit_residual_highpass.txt,23000.0,33.0,9.0,11.0,9.0
LAMOST,spSpec-51885-0434-430.fit_residual_highpass.txt,19000.0,35.0,10.0,11.0,9.0
LAMOST,spSpec-51988-0495-238.fit_residual_highpass.txt,23000.0,35.0,10.0,16.0,9.0
LAMOST,spSpec-53710-2307-140.fit_residual_highpass.txt,19000.0,34.0,9.0,14.0,11.0
LAMOST,spSpec-53228-1728-551.fit_residual_highpass.txt,15000.0,22.0,10.0,15.0,13.0
LAMOST,spSpec-52225-0565-359.fit_residual_highpass.txt,21000.0,31.0,8.0,15.0,9.0
LAMOST,spSpec-52346-0876-104.fit_residual_highpass.txt,20000.0,27.0,8.0,15.0,7.0
LAMOST,spSpec-52221-0736-178.fit_residual_highpass.txt,16000.0,31.0,12.0,14.0,11.0
LAMOST,spSpec-51989-0513-562.fit_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
LAMOST,spSpec-52618-1059-407.fit_residual_highpass.txt,15000.0,30.0,13.0,14.0,7.0
LAMOST,spSpec-52933-1493-204.fit_residual_highpass.txt,28000.0,32.0,9.0,11.0,9.0
LAMOST,spSpec-51877-0431-316.fit_residual_highpass.txt,25000.0,29.0,9.0,14.0,13.0
LAMOST,spSpec-53442-1955-529.fit_residual_highpass.txt,15000.0,33.0,15.0,16.0,7.0
LAMOST,spSpec-52939-1582-302.fit_residual_highpass.txt,27000.0,28.0,9.0,14.0,7.0
LAMOST,spSpec-52319-0786-269.fit_residual_highpass.txt,28000.0,30.0,10.0,13.0,7.0
LAMOST,spSpec-51924-0459-222.fit_residual_highpass.txt,27000.0,27.0,7.0,8.0,9.0
LAMOST,spSpec-53062-1605-369.fit_residual_highpass.txt,27000.0,25.0,9.0,10.0,19.0
LAMOST,spSpec-52401-0796-388.fit_residual_highpass.txt,13000.0,31.0,8.0,14.0,9.0
LAMOST,spSpec-53852-1722-141.fit_residual_highpass.txt,15000.0,22.0,9.0,13.0,9.0
LAMOST,spSpec-53169-1568-508.fit_residual_highpass.txt,32000.0,31.0,11.0,13.0,7.0
LAMOST,spSpec-52724-1234-304.fit_residual_highpass.txt,32000.0,25.0,8.0,11.0,7.0
LAMOST,spSpec-53145-1580-583.fit_residual_highpass.txt,12000.0,28.0,7.0,8.0,9.0
LAMOST,spSpec-54389-2697-028.fit_residual_highpass.txt,25000.0,25.0,6.0,7.0,9.0
LAMOST,spSpec-54465-2878-585.fit_residual_highpass.txt,15000.0,23.0,10.0,13.0,11.0
LAMOST,spSpec-52374-0853-498.fit_residual_highpass.txt,20000.0,37.0,15.0,16.0,13.0
LAMOST,spSpec-51690-0345-138.fit_residual_highpass.txt,13000.0,26.0,10.0,15.0,13.0
LAMOST,spSpec-52316-0834-431.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
LAMOST,spSpec-53794-2418-278.fit_residual_highpass.txt,15000.0,36.0,15.0,16.0,7.0
